iter	R2	RMSE
937	0.9742992154	14894.9226
938	0.9743224844	14888.17827
939	0.9743827573	14870.69448
940	0.9744236558	14858.81906
941	0.9744697897	14845.41204
942	0.9745044493	14835.33161
943	0.9745120366	14833.12401
944	0.9745815083	14812.89513
945	0.9746126261	14803.82523
946	0.9746260273	14799.9175
947	0.974663279	14789.04957
948	0.9746976133	14779.0257
949	0.9747383112	14767.13518
950	0.9748005808	14748.92358
951	0.9748410838	14737.06585
952	0.9748727163	14727.79843
953	0.9749085593	14717.29038
954	0.9749503028	14705.04304
955	0.9749824762	14695.59657
956	0.9750161995	14685.68849
957	0.9750353103	14680.07066
958	0.9750593731	14672.99408
959	0.9751026975	14660.2443
960	0.9751455387	14647.62583
961	0.9751559786	14644.54919
962	0.9751891665	14634.76447
963	0.9752309651	14622.43174
964	0.9752679345	14611.51519
965	0.9753134863	14598.05315
966	0.975342375	14589.50918
967	0.9753824511	14577.64817
968	0.9754323367	14562.87042
969	0.9754772705	14549.54674
970	0.9755181726	14537.40788
971	0.9755491089	14528.21992
972	0.9755875773	14516.78686
973	0.9756229159	14506.27605
974	0.9756800994	14489.25172
975	0.9757187202	14477.74244
976	0.9757588066	14465.78674
977	0.9757900354	14456.46592
978	0.9758446237	14440.15863
979	0.9759194811	14417.76625
980	0.9759384035	14412.10042
981	0.9759736581	14401.53839
982	0.9759978341	14394.29096
983	0.9760270829	14385.51789
984	0.9760426839	14380.83625
985	0.9760673214	14373.43979
986	0.976120943	14357.3288
987	0.9761319908	14354.00714
988	0.9762092918	14330.74423
989	0.9762635616	14314.38974
990	0.9763010676	14303.07615
991	0.9763584173	14285.75945
992	0.9763680571	14282.84668
993	0.976389116	14276.48141
994	0.976415223	14268.58632
995	0.9764480696	14258.64692
996	0.9764607235	14254.81598
997	0.9765114759	14239.44047
998	0.9765991006	14212.85531
999	0.9766248296	14205.03973
1000	0.9766495014	14197.54125
1001	0.9766845689	14186.8764
1002	0.9767061	14180.32431
1003	0.9767470966	14167.84031
1004	0.9767907519	14154.53463
1005	0.9768367486	14140.50176
1006	0.9768602835	14133.31624
1007	0.9768777424	14127.98345
1008	0.9769188044	14115.43319
1009	0.9769415954	14108.46249
1010	0.9769772858	14097.53953
1011	0.976984944	14095.19466
1012	0.9770213027	14084.0566
1013	0.9770406405	14078.12912
1014	0.9770783304	14066.56909
1015	0.9771266313	14051.74063
1016	0.9771617455	14040.95069
1017	0.9771977143	14029.88953
1018	0.9772184845	14023.49828
1019	0.9772402354	14016.80215
1020	0.9772850659	14002.99071
1021	0.9773112609	13994.91419
1022	0.9773478587	13983.6225
1023	0.9773885943	13971.04336
1024	0.9774342577	13956.92908
1025	0.9774682367	13946.41711
1026	0.977531976	13926.67687
1027	0.9775589116	13918.32644
1028	0.9776047884	13904.09239
1029	0.9776360954	13894.37051
1030	0.9776559158	13888.21206
1031	0.9776847026	13879.26281
1032	0.9777225009	13867.50329
1033	0.977755435	13857.24893
1034	0.9778017396	13842.8187
1035	0.9778275888	13834.75657
1036	0.9778866169	13816.32865
1037	0.9779193934	13806.08553
1038	0.9779319236	13802.16767
1039	0.977954	13795.26228
1040	0.977987538	13784.7651
1041	0.9780347883	13769.96248
1042	0.9780693784	13759.11596
1043	0.9780902161	13752.5777
1044	0.9781046398	13748.05014
1045	0.9781397964	13737.0083
1046	0.9781610891	13730.31649
1047	0.9782151491	13713.31197
1048	0.9782496584	13702.44605
1049	0.9782821338	13692.21268
1050	0.9783275828	13677.87832
1051	0.9783730284	13663.52999
1052	0.9784045814	13653.55906
1053	0.9784238229	13647.47506
1054	0.9784413526	13641.92994
1055	0.9784844919	13628.2742
1056	0.9785388016	13611.06301
1057	0.9785766972	13599.04068
1058	0.9785846773	13596.50764
1059	0.9785962002	13592.84925
1060	0.9786198271	13585.34484
1061	0.9786480336	13576.38042
1062	0.9786990956	13560.13713
1063	0.9787212256	13553.09134
1064	0.9787370979	13548.03561
1065	0.9787606249	13540.53823
1066	0.9787837551	13533.16323
1067	0.9788140758	13523.48948
1068	0.9788371159	13516.13395
1069	0.9788628912	13507.90043
1070	0.9788856591	13500.62344
1071	0.9789077996	13493.54321
1072	0.9789415095	13482.75611
1073	0.9789716893	13473.0913
1074	0.9790001922	13463.95713
1075	0.9790399339	13451.21097
1076	0.9791012299	13431.52808
1077	0.979121568	13424.9909
1078	0.9791571982	13413.53076
1079	0.9791863343	13404.15211
1080	0.9792255606	13391.51515
1081	0.9792558687	13381.74303
1082	0.9792996065	13367.62829
1083	0.9793340433	13356.50458
1084	0.9793678744	13345.56752
1085	0.9793864305	13339.56481
1086	0.9794136931	13330.74071
1087	0.9794531239	13317.96782
1088	0.9794818881	13308.64244
1089	0.9795260557	13294.31053
1090	0.9795665701	13281.15045
1091	0.9795947523	13271.98846
1092	0.979636916	13258.2693
1093	0.9796722349	13246.76637
1094	0.9796948558	13239.39377
1095	0.9797080778	13235.08255
1096	0.9797333222	13226.84735
1097	0.9797738264	13213.62342
1098	0.9798103076	13201.70158
1099	0.9798332226	13194.20757
1100	0.9798714309	13181.70266
1101	0.9799017677	13171.76553
1102	0.9799194615	13165.96625
1103	0.979928815	13162.89953
1104	0.9799491227	13156.23886
1105	0.9799735227	13148.23148
1106	0.9800046665	13138.0039
1107	0.9800292358	13129.92972
1108	0.9800612795	13119.39182
1109	0.980105397	13104.86943
1110	0.9801326813	13095.88007
1111	0.9801697772	13083.64815
1112	0.9801876643	13077.74603
1113	0.9802025914	13072.81856
1114	0.980243523	13059.29739
1115	0.9802726872	13049.65487
1116	0.9803107873	13037.04711
1117	0.9803334163	13029.55316
1118	0.9803648883	13019.12355
1119	0.9803926	13009.93311
1120	0.9804133164	13003.05844
1121	0.9804583852	12988.08983
1122	0.980494511	12976.07901
1123	0.9805056281	12972.38065
1124	0.9805396094	12961.06942
1125	0.9805621424	12953.56349
1126	0.9805983344	12941.49854
1127	0.9806225567	12933.41751
1128	0.9806433471	12926.47741
1129	0.9806682377	12918.16368
1130	0.980698506	12908.04654
1131	0.9807256937	12898.95232
1132	0.9807605649	12887.27863
1133	0.9807967335	12875.15939
1134	0.9808249247	12865.7053
1135	0.9808606811	12853.70414
1136	0.9808806591	12846.99391
1137	0.9808972588	12841.41572
1138	0.980917355	12834.65932
1139	0.9809613934	12819.84102
1140	0.9809764595	12814.76757
1141	0.9810161692	12801.38582
1142	0.9810625848	12785.72652
1143	0.9810956518	12774.55891
1144	0.9811148036	12768.08641
1145	0.9811414219	12759.08506
1146	0.9811800139	12746.02333
1147	0.9812029667	12738.24844
1148	0.9812269606	12730.11585
1149	0.9812472846	12723.22305
